,brief,header,pub_time,url
0,盛博分析师Robin Zhu在报告中写到，盛博不认为蔚来汽车股票是稳妥投资。该公司怀疑蔚来汽车是否能够达到量产目标，并且担心该公司面临分销稳妥。盛博对蔚来汽车的初始评级为落后大盘，目标价4.2美元。（彭博）,蔚来汽车遭遇首个落后大盘评级,2018-09-13 19:44,http://share.baidu.com/s?type=text&searchPic=1&sign=on&to=tsina&key=595885820&url=https://36kr.com/newsflashes/136550&title=%E7%9B%9B%E5%8D%9A%E5%88%86%E6%9E%90%E5%B8%88Robin%20Zhu%E5%9C%A8%E6%8A%A5%E5%91%8A%E4%B8%AD%E5%86%99%E5%88%B0%EF%BC%8C%E7%9B%9B%E5%8D%9A%E4%B8%8D%E8%AE%A4%E4%B8%BA%E8%94%9A%E6%9D%A5%E6%B1%BD%E8%BD%A6%E8%82%A1%E7%A5%A8%E6%98%AF%E7%A8%B3%E5%A6%A5%E6%8A%95%E8%B5%84%E3%80%82%E8%AF%A5%E5%85%AC%E5%8F%B8%E6%80%80%E7%96%91%E8%94%9A%E6%9D%A5%E6%B1%BD%E8%BD%A6%E6%98%AF%E5%90%A6%E8%83%BD%E5%A4%9F%E8%BE%BE%E5%88%B0%E9%87%8F%E4%BA%A7%E7%9B%AE%E6%A0%87%EF%BC%8C%E5%B9%B6%E4%B8%94%E6%8B%85%E5%BF%83%E8%AF%A5%E5%85%AC%E5%8F%B8%E9%9D%A2%E4%B8%B4%E5%88%86%E9%94%80%E7%A8%B3%E5%A6%A5%E3%80%82%E7%9B%9B%E5%8D%9A%E5%AF%B9%E8%94%9A%E6%9D%A5%E6%B1%BD%E8%BD%A6%E7%9A%84%E5%88%9D%E5%A7%8B%E8%AF%84%E7%BA%A7%E4%B8%BA%E8%90%BD%E5%90%8E%E5%A4%A7%E7%9B%98%EF%BC%8C%E7%9B%AE%E6%A0%87%E4%BB%B74.2%E7%BE%8E%E5%85%83%E3%80%82%EF%BC%88%E5%BD%AD%E5%8D%9A%EF%BC%89
1,继踩雷ST龙力、ST凯迪、东方金钰之后，陆金所代销的神州长城资管计划也陷入“终止”状态。（21世纪经济报道）,陆金所代销产品又踩雷，大同证券两资管计划终止涉神州长城,2018-09-13 19:20,https://m.21jingji.com/article/20180913/herald/b2354a549dee425240ab37e321e658f8.html
2,据特斯拉批评家吉姆·查诺斯提供的数据，今年特斯拉已流失41名高管，在过去的12个月流失了58位。上周五，在特斯拉CEO埃隆·马斯克在直播中吸食大麻之后的数小时，特斯拉传出两位“C级别高管”离职的消息。这些消息最终促使特斯拉股价在当日重挫10%。（新浪）,特斯拉今年已流失41名高管,2018-09-13 19:16,https://tech.sina.com.cn/it/2018-09-13/doc-ihiixzkm8363355.shtml
3,据路透社消息，高通周四表示，将回购约160亿美元的普通股，作为先前宣布的300亿美元股票回购计划的一部分。由于中国的反对，高通今年7月份以440亿美元收购恩智浦计划破产，该公司正在寻求通过其他方式对投资者进行补偿。（品玩）,高通公司计划先回购160亿美元股票,2018-09-13 19:09,https://www.pingwest.com/w/177150
4,在今天上午举行的GTC2018日本站上，英伟达首席执行官黄仁勋宣布了一系列新产品，其中包括Tesla T4 GPU、Nvidia Drive AGX Xavier开发套件以及Jetson AGX Xavier开发套件等。据介绍，富士公司成为日本第一家采用NVIDIA DGX-2 AI超级计算机的公司。（网易）,英伟达在日本推多款新品，聚焦机器人和自动驾驶,2018-09-13 19:07,http://tech.163.com/18/0913/14/DRJE5P8R00098IEO.html
5,雀巢在欧洲、中东和北非的CEO Marco Settembri对《金融时报》表示，虽然在欧洲推出雀巢的高端胶囊咖啡Nespresso咖啡连锁店是不太可能的，但Blue Bottle可以在该地区发挥作用。Blue Bottle是总部位于美国加州的精品咖啡连锁店。2017年，雀巢高调地收购了它的68%的股份，成为实际的控股母公司。（界面）,精品咖啡Blue Bottle计划进入欧洲,2018-09-13 19:04,https://www.jiemian.com/article/2468323.html
6,9月13日，京东正式宣布将与中国电信共同打造线上线下精准融合的商业赋能模式，并就中国电信实体门店的无界零售合作举办启动仪式。京东将以供应链、线上流量、物流和技术等优势与中国电信广泛的实体店布局相融合，通过Jpass、全渠道、一盘货、小程序等最新的技术手段为门店提供引流、选品、精准营销、物流等全方位赋能支持。（证券时报）,京东电信联手线下实体门店开启无界零售合作,2018-09-13 18:59,http://www.egsea.com/news/detail?id=297865
7,2018腾讯全球合作伙伴大会将于11月1日-3日在南京江苏大剧院举办。在这场一年一度最高规格的合作伙伴大会上，腾讯将有20多个业务将集体出席，发布年度生态战略和合作政策。届时，来自全球各地的科技、文化、商业领域大咖也将莅临会场，与万名合作伙伴共探发展之路。（中新网）,2018腾讯全球合作伙伴大会将于11月在南京召开,2018-09-13 18:52,http://www.chinanews.com/wap/detail/zw/it/2018/09-13/8626394.shtml
8,36氪讯，腾讯控股今日公告称，耗资3950万港元回购12.4万股公司股票，每股价格为316.2~322.8港元。,腾讯控股连续第五个交易日回购公司股票,2018-09-13 18:51,http://www.hkexnews.hk/listedco/listconews/sehk/2018/0913/LTN20180913890_C.pdf
9,从权威人士处获悉，华夏养老2040三年持有混合FOF今日正式成立，此举意味着首只养老目标基金正式起航。据悉，华夏养老2040三年持有混合FOF首募规模2.11亿元，已超过基金成立门槛要求，募集有效认购户数为37585户，户均认购规模为5627元 。（中国证券网）,首只养老目标基金宣告成立，户均认购5627元,2018-09-13 18:48,"http://news.cnstock.com/news,bwkx-201809-4272391.htm"
10,高盛给予拼多多ADR买入评级，目标价为31.9美元，相较拼多多上次收盘价高38%，拼多多平均目标价为24.9美元。彭博数据显示，拼多多目前有2个买入和1个持有评级。（彭博）,高盛给予拼多多买入评级，目标价31.9美元,2018-09-13 18:47,http://share.baidu.com/s?type=text&searchPic=1&sign=on&to=tsina&key=595885820&url=https://36kr.com/newsflashes/136540&title=%E9%AB%98%E7%9B%9B%E7%BB%99%E4%BA%88%E6%8B%BC%E5%A4%9A%E5%A4%9AADR%E4%B9%B0%E5%85%A5%E8%AF%84%E7%BA%A7%EF%BC%8C%E7%9B%AE%E6%A0%87%E4%BB%B7%E4%B8%BA31.9%E7%BE%8E%E5%85%83%EF%BC%8C%E7%9B%B8%E8%BE%83%E6%8B%BC%E5%A4%9A%E5%A4%9A%E4%B8%8A%E6%AC%A1%E6%94%B6%E7%9B%98%E4%BB%B7%E9%AB%9838%25%EF%BC%8C%E6%8B%BC%E5%A4%9A%E5%A4%9A%E5%B9%B3%E5%9D%87%E7%9B%AE%E6%A0%87%E4%BB%B7%E4%B8%BA24.9%E7%BE%8E%E5%85%83%E3%80%82%E5%BD%AD%E5%8D%9A%E6%95%B0%E6%8D%AE%E6%98%BE%E7%A4%BA%EF%BC%8C%E6%8B%BC%E5%A4%9A%E5%A4%9A%E7%9B%AE%E5%89%8D%E6%9C%892%E4%B8%AA%E4%B9%B0%E5%85%A5%E5%92%8C1%E4%B8%AA%E6%8C%81%E6%9C%89%E8%AF%84%E7%BA%A7%E3%80%82%EF%BC%88%E5%BD%AD%E5%8D%9A%EF%BC%89
