,header,pub_time,url,views
0,三小时搞懂区块链+人工智能，你敢来吗？,2018-09-13 19:18:35,http://www.8btc.com/chainge11_ai_blockchain,2496
1,伯克利教授：稳定币并不稳定,2018-09-13 18:44:45,http://www.8btc.com/stablecoins-berkeley,6829
2,以太坊强势反弹，比特币成功突破6400美元关口,2018-09-13 18:44:26,http://www.8btc.com/coinmarket-24,2473
3,区块链共享办公空间来中国，以太坊开发者社区将注入一支强心剂？,2018-09-13 18:27:26,http://www.8btc.com/wangjiajian-6,2474
4,法国财长：议会已经批准ICO立法框架，寻求ICO的企业需要提供投资者保证,2018-09-13 17:37:38,http://www.8btc.com/france-becomes-first-g7-country,6754
5,EOS给智能合约留后门，DApp开发者可随意访问用户钱包,2018-09-13 17:34:20,http://www.8btc.com/eos-botched-airdrop,16558
6,Geekhub活动纪要 | 图灵奖得主、MIT教授Silvio Micali《区块链的前景、挑战及Algorand的解决方案》主题演讲,2018-09-13 17:20:37,http://www.8btc.com/geekhub-0913,2890
7,资产代币化是未来趋势：比原链与“数字货币之父”这样说,2018-09-13 16:45:52,http://www.8btc.com/the-fourth-global-blockchain-summit-panel-three-2018-9-12,5721
8,央行申请了49项法定数字货币专利，都在讲什么？,2018-09-13 16:33:32,http://www.8btc.com/yanghang-shuzihuobi-zhuanli,4988
9,去中心化交易所行业分析,2018-09-13 16:31:36,http://www.8btc.com/qzxhjyshyfx,7446
10,USDT迎来最大竞争对手！纽约金融局批准的两种稳定币会不会成为市场规则改变者？,2018-09-13 15:58:04,http://www.8btc.com/two-us-audited-stablecoins,13878
11,BitMEX被指操纵ETH价格下跌,2018-09-13 15:53:04,http://www.8btc.com/bitmex-accused-of-manipulating-ethereums-price,7382
12,企业上区块链究竟有什么好处？,2018-09-13 15:20:27,http://www.8btc.com/qiye-shanglian,7344
13,加密货币合法化？印度官员访问日本、英国研究加密货币政策,2018-09-13 15:10:06,http://www.8btc.com/india-legalize-crypto-officials-visit-japan-uk-to-study-policies,4454
14,加密经济史诗之战：密码货币 VS 苹果等五巨头,2018-09-13 15:00:53,http://www.8btc.com/epic-battle-between-crypto-famga,8981
15,区块链不是万能的，但它真的在撼动我们的“饭碗”，铁打的都没用,2018-09-13 14:54:30,http://www.8btc.com/qukuailian-fanwan,5939
16,美国：比特币行业大佬成立区块链行业游说组织，提升政治领域话语权,2018-09-13 14:46:27,http://www.8btc.com/bitcoin-industry-launches-d-c-lobbying-group-to-promote-crypto,5355
17,最新Tether风险评估报告——其实USDT没有你想象的那么糟,2018-09-13 14:11:14,http://www.8btc.com/tethers-hold-on-bitcoin-s-liquidity-a-risk-assessment,8202
18,加密货币交易所Seed CX获1500万美元融资，贝恩资本领投,2018-09-13 13:33:01,http://www.8btc.com/cftc-regulated-derivatives-ex-raises-15-million,5595
19,稳定币合法化是法定数字货币的试水吗？美国究竟有何深意？,2018-09-13 12:30:27,http://www.8btc.com/usdt_gusd_cool,17697
