,brief,header,pub_time,type,url
0,“这是一个很烧钱的行业，如果你是一家创业公司，只做这一个业务，基本不可能成功。”,智能货柜到底是不是一门好生意，我们和几位业内人士聊了聊,2小时前,AI+,https://www.leiphone.com/news/201808/oyQX88Cg6svp1J4Q.html
1,近期，上市银行密集发布半年报，秀“金融科技”几乎成为必备项目，而且每家都“秀”地不一样。不少银行仍在讲空话和套话，把大数据、人工智能、区块链、加大科技投入等词汇,上市银行金融科技转型半年考：虚实之间，如何抉择？,2小时前,AI+,https://www.leiphone.com/news/201809/ED9CEOPmORaV0mHR.html
2,深圳金融科技有限公司与湾区贸易金融区块链平台相继上线。,央行在深圳设立金融科技公司，运营贸易金融区块链,5小时前,AI+,https://www.leiphone.com/news/201809/rfcYFRXVVR829dEM.html
3,美团金融数据浮出水面。,美团更新招股书：前四个月净亏20亿，小贷待收21亿,10小时前,AI+,https://www.leiphone.com/news/201809/4v4Bch8EVJ98hLk8.html
4,大疆在美受到控诉。,大疆在美遭国内同行控诉，背后的道通科技有何黑历史,2小时前,业界,https://www.leiphone.com/news/201809/mkz9Oh1ofU5Iorog.html
5,Chrome 团队真是正义感满满。,又要搞事情？Google 居然想“杀掉”URL！,2小时前,业界,https://www.leiphone.com/news/201809/ZYfWzuajFFiaYCW1.html
6,景嘉微本周一发布公告称下一款图形处理芯片已完成流片、封装阶段工作，目前已经顺利完成基本的功能测试，测试结果符合设计要求。,中国唯一成功自主研发GPU的公司完成新一代产品流片，NVIDIA和AMD迎新对手？,3小时前,业界,https://www.leiphone.com/news/201809/FOP8y5pNf4MRELmT.html
7,Jeff Bezos ：AWS与Azure和Google云不在同一起跑线,亚马逊10000亿“黄袍加身”，AWS想让云计算“三国杀”变成“独角戏”？,3小时前,业界,https://www.leiphone.com/news/201809/jKpZzqVekDgfZGMX.html
8,搭配Rokid自研的AI语音芯片KAMINO18，可将产品开发周期缩短至硬件30天、软件7天,Rokid发布全屋智能语音方案2.0，主打前装增量市场,5小时前,业界,https://www.leiphone.com/news/201809/eKhP9EdcGUcUSjDS.html
9,挺好看的。,vivo X23真机上手：美人尖+超窄下巴，屏占比再创记录？,5小时前,业界,https://www.leiphone.com/news/201809/35BwXQ88BmxqIkJs.html
10,nmsl！,vivo宣布重磅消息：X23首位代言人是蔡徐坤！,5小时前,业界,https://www.leiphone.com/news/201809/eOomhgMK51srvaWx.html
11,8月23日消息，今天下午，vivo官方在微博再次预热新品X23，官方表示，新机搭载新一代水滴屏，屏占比将达到91.2%，具备灵动视觉和光感美学。,官方宣布vivo X23：屏占比91.2%，采用新一代水滴屏,6小时前,业界,https://www.leiphone.com/news/201809/z8k0kBdUbPO9p2je.html
12,智慧城市建设中，中国移动、中国电信、中国联通不可或缺,智慧城市——电信运营商的兴奋与焦虑,6小时前,业界,https://www.leiphone.com/news/201809/6kzpkT9RYpnuh58A.html
13,刷脸取款、刷脸出行，一脸走天下的日子不再遥远！,重庆江北机场正式启用“人脸识别”黑科技 将在全国推广,10小时前,业界,https://www.leiphone.com/news/201809/yLWjhKK3KqA3ZIpt.html
14,雷锋早报来了！,亚马逊市值破 1 万亿美元；快播为还钱选择破产；周鸿祎谈网约车：考虑做360 辣椒水| 雷锋早报,11小时前,业界,https://www.leiphone.com/news/201809/TCzaUgDdvn97js7D.html
15,传Google入华有新进展,传Google云入华，这次又闹了笑话,14小时前,业界,https://www.leiphone.com/news/201809/s5maa2nJLSKKf9Zd.html
