,brief,header,pubtime,savetime
0,知道创宇 404 实验室在发布的最新技术分析报告里称：国内著名开源网店系统 ECShop 2.x/3.x 版本里有高危的代码执行「0day 漏洞」存在。该漏洞曾在 6 月 13 日被用来攻击某著名区块链交易所旗下网站，但被知道创宇云安全旗下产品「创宇盾」拦截。随后知道创宇 404 实验室团队针对这个漏洞利用做了详细的监控后发现，该漏洞还曾于 8 月疑似被「黑产」批量攻击基于 ECShop 的网站。目前该漏洞细节已经曝光，请相关网站注意安全。ECShop 官方最新版本 4.0 不受该漏洞影响。,知道创宇 404 实验室：国内著名开源网店系统 ECShop 2.x/3.x 版本里存在高危的代码执行「0day 漏洞」,18:03,2018-09-05 20:30:16
1,据国家知识产权局官网显示，6 月 29 日至 8 月 17 日，中国央行数字货币研究所新公布 8 项专利申报，其中 4 项专利围绕数字货币钱包展开，研究数字货币钱包更换密钥、存币、升级及开通的方法与系统，其他 4 项专利则分别研究了数字货币明细信息查询、主动转币、扣款及管理的方法与系统。,中国央行数字货币研究所两月内新增 8 项专利申报 4 项与数字货币钱包有关,13:47,2018-09-05 20:30:16
2,据上海证券报消息，2018 年深圳市政府工作报告显示，深圳市要推动央行金融科技研究院项目落地，该研究院目前正在筹建中，未来研究方向不仅限于法定数字货币，还涵盖整个金融科技方面的内容，包括大数据、人工智能和分布式账本等技术。人民银行数字货币研究所所长姚前表示，未来法定数字货币出台，将面临大数据、人工智能、物联网大发展的时代。,深圳拟建央行金融科技研究院，研究方向包括法定数字货币,13:44,2018-09-05 20:30:16
3,根据 Bitcoin.com 消息，伊朗已正式承认加密货币挖矿作为一个产业，伊朗央行将在未来三周内为加密挖矿业起草一个政策框架。伊朗最高网络空间委员会秘书 Abolhassan Firouzabadi 称，深入使用加密货币是为了使伊朗与其合作伙伴之间的贸易顺利进行，特别是在美国再次实施制裁之后。,伊朗官方承认数币挖矿合法，三周内草拟政策框架,13:18,2018-09-05 20:30:17
4,今日，工银国际研究部主管程实在财新网发表题为《央行的黄昏与黎明》文章，文中提到，随着新经济和金融科技的发展，新一代的数字货币将可能与有价资产相挂钩，实现对石油、贵金属、房地产等实物资产的代币化，从而找到内在价值锚。这样的「数字货币 2.0」一旦大规模兴起，将真正推动货币权力从央行向微观群众的广泛转移。,财新：数字货币与有价资产挂钩，将推动货币权力从央行向微观群众转移,13:15,2018-09-05 20:30:17
5,据 Coinhills 数据显示，今日 04:53，BTC 报价 9.78 亿伊朗里亚尔，约合 2.32 万美元，创历史新高。当前，BTC 全球均价为 7361 美元，伊朗 BTC 溢价高达 1.58 万美元。此前伊朗央行官员暗示加密货币禁令将于 9 月结束，伊朗央行附属机构表示，伊朗未来的加密货币将由法币里亚尔支持。,伊朗比特币价格已高达 2.32 万美元,13:13,2018-09-05 20:30:17
6,8 月底宣布离开丹华资本的著名区块链投资人 Dovey Wan 刚刚在推特上宣布，将在 9 月 9 日 公布「一件大事」，并贴出一个带有恐龙标志的图片，以及几个残缺的英文字符。有人跟帖表示，这几个残缺的字符疑似英文单词「Primitive」。该推文发出后迅速获得 Token Daily CEO、MateStable 合伙人、IDEO Lab 负责人等美国著名业界人士点赞。消息人士向链闻透露，Dovey Wan 将与另外一位美国著名区块链投资人同创立一个新的加密货币机构，机构名为「Primitive」。,前丹华资本董事总经理 Dovey Wan 离职，料创立全新加密货币机构,13:01,2018-09-05 20:30:17
7,数字货币支付公司 Pundi X 周三宣布，已聘请前美林银行亚太区首席运营官 Vic Tham 担任其首席投资官。Pundi X 目前是全球最大的去中心化线下加密数字资产销售网络。Pundi X 组成为 Pundi 加 Pos 智能终端硬件，并通过 xPlugins 插件连接 Pundi x Server 和以太坊区块链。,Pundi X 聘请前美林高管担任首席投资官,11:56,2018-09-05 20:30:18
8,TokenInsight 数据显示，北京时间 2018 年 09 月 04 日 10:00 至 09 月 05 日 10:00，发生巨额转账（9000 枚 BTC 以上）的钱包地址共有 3 个。排名第一为 Bitfinex 交易所地址，24 小时内 BTC 累计转出数为 12809.4205 枚；第二位为临时存储地址，其将 9430.1444 枚 BTC 拆分至 2 个新的存储地址；第三位为 Huobi 交易所地址，24 小时累计转出 9255.07 枚 BTC，其中 8708.61 枚为内部转账，而该交易所近 24 小时的 BTC 内部转账数累计已达 10500 余枚。,TokenInsight：近 24 小时出现 3 个 BTC 巨额转账地址,11:43,2018-09-05 20:30:18
9,9 月 5 日凌晨 12 点 59 分左右，用户 BTCKING555 在其推特上发文表示，比特币矿业公司比特大陆有关 GIC 新加坡投资公司帮助其在港交所上市的说法是谎言，并要求风 投公司 Breyer Capital 创始人 Jim Breyer 做出评论，但截至 5 日上午 11:30 ，Jim Breyer 方面并未做出回应。8 月 30 日，新加坡另一家投资机构淡马锡发文称从未参与过比特大陆的融资活动；此前软银和腾讯也相继表示未参与比特大陆融资。,网友质疑新加坡投资公司 GIC 投资比特大陆为不实信息,11:34,2018-09-05 20:30:18
