,header,pub_time,url
0,快讯|英特尔又双叒收购一家AI初创企业,18:33,http://pe.pedaily.cn/201808/434778.shtml
1,快讯|“吕医生”宣布完成A轮千万级融资 未来3年将在成都布局200家直营社区全科诊所,17:33,http://pe.pedaily.cn/201808/434774.shtml
2,快讯|光大控股与湖南财信金控发起设立51亿元母基金,16:20,http://pe.pedaily.cn/201808/434761.shtml
3,中国恒瑞全资收购英国英智迪，填补国内专业汽车复合材料工程设计领域空白,15:08,http://pe.pedaily.cn/201808/434759.shtml
4,“亲近母语”获1600万元Pre-A轮融资，分级阅读风口到来,11:36,http://pe.pedaily.cn/201808/434743.shtml
5,海外服务平台海那边获携程B轮融资，加大全球产业化布局,11:34,http://pe.pedaily.cn/201808/434742.shtml
6,海豚选房获中视银宗基金300万元天使轮融资，专注司法拍房,11:16,http://pe.pedaily.cn/201808/434740.shtml
7,波比英语完成千万元天使轮融资，明势资本投资,11:06,http://news.pedaily.cn/201808/434739.shtml
8,儿编程教育品牌编玩边学获数千万元pre-B轮融资，君联资本、科大讯飞投资,10:55,http://pe.pedaily.cn/201808/434737.shtml
9,创意改车自媒体“工匠派”获天津方皋创业基金的天使轮融资,10:37,http://news.pedaily.cn/201808/434733.shtml
10,保准牛获招商局创新投资基金B＋轮融资，专注定制保险,10:09,http://pe.pedaily.cn/201808/434729.shtml
11,MCN品牌贝壳视频完成数千万元Pre—B轮融资,9:54,http://pe.pedaily.cn/201808/434727.shtml
12,后土智能完成天使轮融资，国成科技、南岭基金投资,9:35,http://pe.pedaily.cn/201808/434724.shtml
13,睿熙科技完成Pre-A融资，用于VCSEL芯片量产,9:10,http://pe.pedaily.cn/201808/434723.shtml
14,区块链技术方案公司Lucidity完成五百万美元的战略融资,22:03,http://pe.pedaily.cn/201808/434712.shtml
15,新高考自主选拔在线教育平台爱培优获数千万元Pre-A轮融资,18:42,http://pe.pedaily.cn/201808/434713.shtml
16,快讯|复星战略投资以色列科技金融平台The  Floor，加速其全球业务扩张,17:18,http://pe.pedaily.cn/201808/434709.shtml
17,快讯|北斗星医院获分享投资千万元级A轮融资，布局中高端耳鼻喉专科赛道,11:04,http://pe.pedaily.cn/201808/434687.shtml
18,雷石科技完成中民投资本领投近2亿元B轮融资，构建多场景娱乐生态体系,10:02,http://pe.pedaily.cn/201808/434680.shtml
19,快讯|上市后首次大规模融资！黑石4亿美元战略投资东阳光药,9:58,http://pe.pedaily.cn/201808/434681.shtml
