,brief,header,pub_time,type,url
0,建好生态也并非一件容易的事。,商品还能比淘宝再便宜40%？CyberMiles想打造电商之DAO,4小时前,AI+,https://www.leiphone.com/news/201808/BBwK08nP3770XfdP.html
1,Aidoc总部设在以色列的特拉维夫，创始团队来自以色列国防部精英技术部门。,美国 FDA 批准首个基于脑部 CT 的 AI 辅助分诊工具,7小时前,AI+,https://www.leiphone.com/news/201808/MNlEx0EnL5Xaf34J.html
2,销售一款价格适中的电动汽车一直是特斯拉“总体计划”的最终目标。,马斯克：未来 3 年或推 2.5 万美元车型,7小时前,业界,https://www.leiphone.com/news/201808/B4mIQd6Nz9iql1Nm.html
3,在2018WRC主论坛上，Richard Voyles教授就精准无人机的技术关键作了详尽阐述。,普渡大学教授Richard Voyles谈精准交互无人机技术|WRC 2018,12小时前,业界,https://www.leiphone.com/news/201808/mawSEOSsShyJJxVm.html
4,2017 年中国公有云市场规模达到264.8亿元，相比2016年增长55.7%。,2017年中国公有云市场规模达264.8亿元    超八成企业选择国内云服务商,17小时前,业界,https://www.leiphone.com/news/201808/OHLV3gDfwkxBS69c.html
