,brief,classes_name,header,news_url,pubtime
0,全球每10台矿机挖比特币，有7.4台就来自于比特大陆。 无论在回报50倍、百倍的币圈，还是在传统的商业世界，比特大陆都是一个奇迹。詹克团与吴忌寒联手创建的比特大陆，成立不足六年，即成为中国第二大、全球前十大无晶圆芯片设计公司（按收入计算）。招股书显示，比特大陆2018年上半年营收高达28,人工智能,矿机围城里的比特大陆,http://www.aihot.net/other/finance/11969.html,2018-10-11 20:00:29
1,10月10日消息，昨日京东进口商品部对外发布名为Global Yet Local的全新战略，涵盖流量规划、上新规划、服务规划和国家馆规划四个维度的全新举措。 京东集团副总裁、京东商城大快消事业群消费品事业部总裁冯轶表示，这一新战略涵盖食品饮料、母婴、清洁个护、宠物园艺等快消品众多品类，,人工智能,京东公布“Global Yet Local”战略：开50个国家馆,http://www.aihot.net/other/finance/11968.html,2018-10-11 20:00:29
2,华为官方已经宣布将于今年10月16日在伦敦举行发布会，发布Mate 20系列新品手机。 包括三款&mdash;&mdash;Mate 20（HMA-AL00）、Mate 20 Pro（LYA-AL00）、Mate 20 Pro保时捷设计版（LYA-AL00P），其中，华为Mate20 Pro将采用带刘海的异形曲面全面屏设计，并且刘海位置将加入3D结构光技术，同时背面采用,人工智能,疑似华为Mate 20 Pro真机曝光：后置三摄+双曲面屏,http://www.aihot.net/iot/11967.html,2018-10-11 20:00:29
3,IT之家10月9日消息正当消费者以为高通下一代旗舰处理器会被命名为骁龙855的时候，外媒来了一波打脸，称高通下一代旗舰处理器将会被命名为骁龙8150，再一次改变其旗舰系列处理器的命名规则。 根据曝光的消息，骁龙8150处理器将会使用7nm工艺打造，芯片尺寸12.4mm&times;12.4mm，4颗2.6GHz大核,人工智能,重磅！高通骁龙8150旗舰处理器曝光：7nm，取代骁龙855,http://www.aihot.net/hardware/11966.html,2018-10-11 20:00:29
4,北京时间 2018 年 10 月 10 日，谷歌举办了硬件发布会谷歌制造（Made By Google）。除了 Pixel 3 和 Pixel 3 XL 两款智能手机之外，同时登场的还有 Chrome OS 平板 Pixel Slate 以及谷歌 Hub。 本届谷歌制造的主题是AI+软件+硬件。谷歌制造发布会主持人，谷歌硬件部门副总裁 Rick Osterloh,人工智能,谷歌怒发三大新硬件，旗舰手机Pixel3搭载黑科技摄像头,http://www.aihot.net/iot/11965.html,2018-10-11 20:00:29
5,▲百度高级副总裁、深度学习技术及应用国家工程实验室主任王海峰 天，深度学习工程师认证发布会暨人工智能人才发展论坛在京召开。 据了解，会上发布了基于中国软件行业协会的国内AI领域第一个专业技术人才培养标准《深度学习工程师能力评估标准》，与此同时，深度学习技术及应用国家工,人工智能,百度联合软协发布首个深度学习工程师认证标准,http://www.aihot.net/application/11964.html,2018-10-11 20:00:29
6,数字货币具有的去中心化发行和流通、全球化、可匿名等特性，无疑是对传统货币体系和金融监管的一大挑战。 如何适配现行的中心化商业环境和金融监管规则，如何平衡安全、稳定、高效、低成本与隐私保护，如何顾全实体经济中各参与方的利益&hellip;&hellip;都是各国政府与监管部门持续思,人工智能,一张图看懂全球数字货币监管态度,http://www.aihot.net/other/finance/11963.html,2018-10-11 20:00:29
7,10月9日消息，针对今日有媒体报道滴滴有意收购ofo以及有股东企图压低价格对ofo进行恶意收购的消息的，ofo方面表示，纯属子虚乌有。 同时ofo表示，ofo和包括滴滴在内的各位股东保持着紧密的合作关系，股东对公司的独立发展也持一贯坚定的支持态度。长期以来，公司被恶意抹黑的情况时有发生，在,人工智能,滴滴有意收购ofo？ofo：子虚乌有,http://www.aihot.net/selfdriving/11962.html,2018-10-11 20:00:29
8,后乔布斯时代，苹果市值突破万亿美元；被指创新乏力；前CEO称苹果独特地融入奢侈品市场 2007年1月9日，美国加利福尼亚州旧金山，苹果公司CEO史蒂夫&middot;乔布斯发布iPhone手机。图/视觉中国 ▲2011年12月7日，纽约苹果店的iPhone 4s。 ▲2018年9月28日，莫斯科iPhone Xs开售。 2018年10月,人工智能,乔布斯离开七年：苹果的妥协与“背叛”,http://www.aihot.net/iot/11961.html,2018-10-11 20:00:29
9,科技的飞速发展将深刻地影响社会变革，第四次工业革命以人工智能、自动化和生物科技等创新技术为代表，并将可能改变现有的生产、管理和治理体系，各国将如何接受并适应即将到来的技术变革，将决定他们是否符合联合国2030年可持续发展议程的承诺及对可持续发展目标的进一步落实。 联合国,人工智能,联合国发布AI报告：自动化和AI对亚洲有巨大影响,http://www.aihot.net/hardware/11960.html,2018-10-11 20:00:29
10,IT之家10月9日消息今天苹果推送了iOS 12.0.1正式版系统更新，与此同时苹果还停止签署iOS 11.4.1，也就是关闭了iOS 11.4.1验证通道，用户将无法从iOS 12降级回iOS 11系统。用户目前只可以从iOS 12.0.1降级到iOS 12系统。 发布新iOS版本停止旧版本的降级是苹果惯用的做法，而且这期间给予,人工智能,苹果正式关闭iOS 11.4.1验证通道：iOS 12降级彻底无望,http://www.aihot.net/application/11959.html,2018-10-11 20:00:29
11,10月9日消息，据国外媒体报道，两位知情人士当地时间周一透露，美国软件巨头微软将以75亿美元对面向开源及私有软件项目托管平台GitHub的收购，将获得欧盟无条件的反垄断审查的批准。 微软于今年6月份宣布了这笔收购交易消息，这是向软自2016年以260亿美元收购LinkedIn以来最大的一笔收购交,人工智能,过了反垄断审查，传欧盟将批准微软收购GitHub,http://www.aihot.net/application/11958.html,2018-10-11 20:00:29
