,header,pub_time,url,views
0,超越PoW和PoS？让“V神”膜拜的PoS创始人Sunny King带来新算法SPoS,2018-09-07 18:11:40,http://www.8btc.com/the-creator-of-proof-of-stake,
1,国家信息中心研究员朱幼平：链AI组合的可能性及共同面对的问题,2018-09-07 18:08:05,http://www.8btc.com/zhuyouping-qukuailian-ai,
2,Proof of Space 杜绝浪费，共识机制的“大杀器”,2018-09-07 17:32:37,http://www.8btc.com/proof-of-space-gongshijizhi,
3,超实用主义：小国的区块链之路,2018-09-07 16:50:12,http://www.8btc.com/xiaoguo-qukuailian-blockchain,
4,Andreas Antonopoulos：任何对比特币的阻挡，都将以失败告终,2018-09-07 16:46:56,http://www.8btc.com/btc-cannot-be-stopped,
5,1500名员工研究500多个项目，IBM押宝区块链是福是祸？,2018-09-07 16:36:49,http://www.8btc.com/ibm-blockchain-gamble-2,
6,央行狄刚：数字货币辨析,2018-09-07 16:29:54,http://www.8btc.com/shuzihuobi-bianxi-digang,
7,思考：我们当前需要的，是什么样的交易所？,2018-09-07 15:52:42,http://www.8btc.com/zhongxinhua-jiaoyisuo,
8,以太坊领跌背后：去年的“明星加密货币”到底怎么了？,2018-09-07 15:12:18,http://www.8btc.com/ether-was-hyped,
9,解读V神论文——如何构建一个最佳的公共产品募资系统,2018-09-07 14:35:01,http://www.8btc.com/breaking-down-buterin-hitzig-and-weyls-liberal-radicalism-paper,
10,马耳他首都一座价值300万美元的豪宅公开出售，只接受比特币支付,2018-09-07 14:16:42,http://www.8btc.com/bitcoin-accepted-3-million-valletta-palazzo-mansion,
11,最高人民法院：互联网法院应对通过区块链等技术收集的证据予以确认,2018-09-07 14:15:59,http://www.8btc.com/zuigaofa,
12,Tom Lee为竞争币发声：历史数据预示竞争币或迎来反弹,2018-09-07 13:51:41,http://www.8btc.com/tom-lee-altcoin-index-rally,
13,吴桐：区块链和金融的互相救赎,2018-09-07 13:45:58,http://www.8btc.com/qukuailian-jinrong,
14,王永利：区块链真的能颠覆复式记账法吗？,2018-09-07 12:54:40,http://www.8btc.com/wangyongli0907,
15,比原链正式启动“寻找下一个V神”全球开发大赛激励计划,2018-09-07 12:22:40,http://www.8btc.com/bytom-next-vitalik-buterin,
16,SEC新任委员对比特币持包容态度，ETF剧情要大反转？,2018-09-07 11:37:04,http://www.8btc.com/bitcoin-etf-chances,
17,通证威观点：零风险赚到钱的互联网通证经济案例解析,2018-09-07 11:01:44,http://www.8btc.com/tongzheng-jingji,
18,波音这个造飞机的公司，为何用上了区块链？,2018-09-07 10:52:56,http://www.8btc.com/boyin-boeing-bolockchain,
19,Coinbase最大竞争对手Robinhood准备IPO，估值56亿美元,2018-09-07 10:50:09,http://www.8btc.com/robinhood-ipo,
