,brief,header,news_url,pubtime,savetime
0,广东省各大高校陆续完成新生入学工作，逐渐步入开学迎新季。近日，广东各大高校纷纷发布新生大数据，今年中山大学94%的本科生都是“00后”；广东外语外贸大学的新生中，女生人数为 ...,广东高校新生大数据：这些大学的同学最容易单身,http://edu.sina.com.cn/gaokao/2018-09-07/doc-ihitesuz6109047.shtml,大数据,2018-09-07 20:04:50
1,据悉，黄恒将加入位于硅谷的京东大数据与智能供应链事业部研发中心，担任京东大数据首席科学家，他的工作重点将聚焦于京东大数据平台上的机器学习平台和深度学习平台研发、优化模 ...,美国匹兹堡大学黄恒加入京东 任大数据首席科学家,http://tech.sina.com.cn/i/2018-09-06/doc-ihitesuz3662135.shtml,大,2018-09-07 20:04:51
2,x3000;　大数据时代自欺欺人的 技术官僚主义　　记者 俞冰夏　　《成本-效益革命》（The Cost-Benefit Revolution）卡斯·桑斯坦（Cass R.Sunstein）著 The MIT Press 2018年8月版　 ...,大数据时代自欺欺人的 技术官僚主义,http://finance.sina.com.cn/roll/2018-09-07/doc-ihiixzkm5700356.shtml,大数据,2018-09-07 20:04:51
3,原标题：中国教育报、中国青年报头版聚焦西安交大大数据助力精准资助 9月6日上午，教育部举行第三场2018年教育金秋系列发布会。其中，西安交大副校长郑庆华以“让大数据成为精准资助 ...,中国教育报、中国青年报头版聚焦西安交大 大数据助力精准资助,http://news.sina.com.cn/o/2018-09-07/doc-ihiixyeu4720337.shtml,大,2018-09-07 20:04:51
4,图为客商参观贵州大数据综合试验区展示中心。贺俊怡摄 中新网贵阳9月7日电 题：自然条件、政策支持：贵州大数据产业发展空间令人心动 记者 张一凡 刘鹏“贵州不可替代的自 ...,自然条件、政策支持：贵州大数据产业发展空间令人心动,http://finance.sina.com.cn/roll/2018-09-07/doc-ihiixzkm5890871.shtml,大数据,2018-09-07 20:04:52
5,原标题：移动大数据服务商极光上市后首份季报：净亏损仍达上千万|新京报财讯 新京报快讯(记者 梁辰)9月7日，移动大数据服务平台极光发布上市后首份业绩报告。截至6月30日的第二季度营 ...,移动大数据服务商极光上市后首份季报：净亏损仍达上千万 |新京报财讯,http://news.sina.com.cn/c/2018-09-07/doc-ihiixyeu4624416.shtml,大数据,2018-09-07 20:04:52
6,性格爱好等都存在差异，处理宿舍关系成了不少大学生要面对的难题。近日，南京大学利用大数据推荐算法分宿舍，帮新生寻找志趣相投的室友，引起不少关注。上周，中国青年报社社会 ...,大数据为新生寻找志同道合舍友,http://edu.sina.com.cn/gaokao/2018-09-06/doc-ihitesuy8990465.shtml,大数据,2018-09-07 20:04:52
7,原标题：司法大数据显示:校园暴力案件逐年下降 宿舍成为“高发地”福建法治报-海峡法治在线9月7日讯？新华社北京9月6日电 记者近日从中国司法大数据研究院获悉，近三年来，我国校园 ...,司法大数据显示:校园暴力案件逐年下降 宿舍成为“高发地”,http://news.sina.com.cn/c/2018-09-07/doc-ihitesuz5974152.shtml,大数据,2018-09-07 20:04:52
8,原标题：审计署济南特派办召开大数据审计座谈会 为全面树立科技强审理念，切实加强审计信息化建设，近日，审计署济南特派办召开大数据审计座谈会，全体办领导、各处室负责人及部 ...,审计署济南特派办召开大数据审计座谈会,http://news.sina.com.cn/o/2018-09-07/doc-ihitesuz5511586.shtml,大数据,2018-09-07 20:04:53
9,A．Jurenko 杰出冠名讲席教授黄恒博士加入京东。黄恒教授是机器学习、人工智能、大数据、计算机视觉等领域国际领先的科学家。据悉，黄恒教授将加入位于硅谷的京东大数据与智能供应链 ...,世界顶级科学家黄恒加入京东 任大数据首席科学家,http://finance.sina.com.cn/world/gjcj/2018-09-06/doc-ihitesuz3872563.shtml,大数据,2018-09-07 20:04:53
