,brief,header,pub_time,type,url
0,互联网巨头系里首个IPO的金融科技平台。,360金融赴美递交招股书，计划募资2亿美元,11小时前,AI+,https://www.leiphone.com/news/201810/mEhXK6T1pjv3eoGJ.html
1,安防行业并不只是投钱就能做得起来的。,海康威视总裁胡扬忠：安防市场的虚与实,11小时前,AI+,https://www.leiphone.com/news/201810/6KdbfyZm3Yyr26G7.html
2,欢迎加入！,雷锋网大招募！,09月13日 16:23,业界,https://www.leiphone.com/news/201809/amneGfjKmtz17EJD.html
3,微软宣布截至周五已经完成对GitHub的收购，GitHub新任CEO Nat Friedman将于下周一正式上任。,微软宣布完成收购GitHub，周一上任的新CEO有三个目标,6小时前,业界,https://www.leiphone.com/news/201810/7K8MYw5UtrUHYjkY.html
